sms_text,account_no,reference_id,amount,txn_type,date,merchant,category,bank
"Dear SBI User, your A/c X1301-credited by Rs.26562.09 on 03Apr26 transfer from AMAZON PAY INDIA Ref No 890494355675 -AXIS",X1301,890494355675,26562.09,Credit,03Apr26,NaN,Miscellaneous,SBI
Dear UPI user A/C X4065 debited by 24735.00 on date 29Jun26 trf to ISKCON Refno 136229216177 If not u? call-1800111109 - SBI,X4065,136229216177,24735.00,Debit,29Jun26,ISKCON,Donation,SBI
"Dear SBI User, your A/c X8742-credited by Rs.4390.85 on 15Sep26 transfer from SWIGGY LIMITED Ref No 300174511739 -KOTAK",X8742,300174511739,4390.85,Credit,15Sep26,NaN,Miscellaneous,SBI
Your A/c XX1825 is debited by Rs.16102.00 on 05Mar26 towards BLINKIT GROCERIES - ICICI Bank,XX1825,NaN,16102.00,Debit,05Mar26,NaN,Miscellaneous,ICICI
Payment of Rs.31950.00 successful to DMART READY via UPI Ref 193348226618,NaN,193348226618,31950.00,Debit,NaN,DMART READY VIA UPI,Groceries,NaN
"Dear HDFC User, your A/c X5943-credited by Rs.25745.25 on 04Oct26 transfer from GROWW INVESTMENTS Ref No 360357181644 -PNB",X5943,360357181644,25745.25,Credit,04Oct26,NaN,Miscellaneous,HDFC
INR 29218.00 spent using UPI at DMART READY Ref No 964388060315 on 07Mar26. Avl Bal XXXX,NaN,964388060315,29218.00,Debit,07Mar26,DMART READY,Groceries,NaN
"Dear SBI User, your A/c X9623-credited by Rs.36304.7 on 10Oct26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 740687446997 -SBI",X9623,740687446997,36304.7,Credit,10Oct26,NaN,Miscellaneous,SBI
Dear UPI user A/C X2969 debited by 13300.00 on date 07Jun26 trf to LIC PREMIUM Refno 135808421410 If not u? call-1800111109 - SBI,X2969,135808421410,13300.00,Debit,07Jun26,LIC PREMIUM,Insurance,SBI
"Dear AXIS User, your A/c X4964-credited by Rs.45623.95 on 10Sep26 transfer from PHYSICS WALLAH Ref No 921816455303 -ICICI",X4964,921816455303,45623.95,Credit,10Sep26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X8954 debited by 4881.00 on date 03Jan26 trf to GROWW ACCOUNT Refno 859762921913 If not u? call-1800111109 - SBI,X8954,859762921913,4881.00,Debit,03Jan26,GROWW ACCOUNT,Finance,SBI
"Dear AXIS User, your A/c X4453-credited by Rs.48606.26 on 11Aug26 transfer from BYJUS LEARNING Ref No 761840269667 -AXIS",X4453,761840269667,48606.26,Credit,11Aug26,NaN,Miscellaneous,AXIS
Rs.33836.00 debited from A/c XX4495 on 01May26 towards SWIGGY LIMITED UPI Ref 563683324472. HDFC Bank,XX4495,563683324472,33836.00,Debit,01May26,SWIGGY LIMITED,Food,HDFC
Rs.4624.00 debited from A/c XX7704 on 23Mar26 towards OLA CABS UPI Ref 462184261111. HDFC Bank,XX7704,462184261111,4624.00,Debit,23Mar26,OLA CABS,Travel,HDFC
"Dear SBI User, your A/c X2021-credited by Rs.20547.79 on 22Oct26 transfer from NETFLIX INDIA Ref No 490283290088 -HDFC",X2021,490283290088,20547.79,Credit,22Oct26,NaN,Miscellaneous,SBI
Rs.40704.00 debited from A/c XX5385 on 24May26 towards MYNTRA DESIGNS UPI Ref 385997476282. HDFC Bank,XX5385,385997476282,40704.00,Debit,24May26,MYNTRA DESIGNS,Shopping,HDFC
Transaction successful. Rs.8250.00 transferred to AMAZON PAY Ref No 106608339711,NaN,106608339711,8250.00,Debit,NaN,AMAZON PAY,Shopping,NaN
"Dear PNB User, your A/c X5671-credited by Rs.21672.61 on 02Feb26 transfer from ZERODHA BROKING LTD Ref No 822485598380 -PNB",X5671,822485598380,21672.61,Credit,02Feb26,NaN,Miscellaneous,PNB
UPI Txn Successful. Rs.6569.00 debited from A/c XX1475 towards CROMA Ref 877205980402,XX1475,877205980402,6569.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X8602-credited by Rs.46139.44 on 27Apr26 transfer from SPOTIFY INDIA Ref No 598943691411 -ICICI",X8602,598943691411,46139.44,Credit,27Apr26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X9567-credited by Rs.710.43 on 05Sep26 transfer from UNACADEMY Ref No 637338678131 -PNB",X9567,637338678131,710.43,Credit,05Sep26,NaN,Miscellaneous,PNB
"Dear AXIS User, your A/c X9054-credited by Rs.40359.58 on 28Nov26 transfer from FLIPKART INTERNET PVT LTD Ref No 750249312408 -SBI",X9054,750249312408,40359.58,Credit,28Nov26,NaN,Miscellaneous,SBI
INR 12366.00 spent using UPI at Amit Kumar Ref No 119449862421 on 12Jun26. Avl Bal XXXX,NaN,119449862421,12366.00,Debit,12Jun26,AMIT KUMAR,Personal Transfer,NaN
Payment of Rs.1370.00 successful to UDEMY INDIA via UPI Ref 560058944661,NaN,560058944661,1370.00,Debit,NaN,UDEMY INDIA VIA UPI,Recharge,NaN
"Dear SBI User, your A/c X1037-credited by Rs.42269.53 on 05Jan26 transfer from ZOMATO LIMITED Ref No 350450930784 -AXIS",X1037,350450930784,42269.53,Credit,05Jan26,LIMITED,Miscellaneous,SBI
A/c XX6966 debited by Rs.2645.00 for DMART READY on 19Jan26 UTR 734566548042,XX6966,734566548042,2645.00,Debit,19Jan26,DMART READY,Groceries,NaN
Dear UPI user A/C X7366 debited by 48028.00 on date 19Mar26 trf to INSTAMART Refno 413150295635 If not u? call-1800111109 - SBI,X7366,413150295635,48028.00,Debit,19Mar26,INSTAMART,Groceries,SBI
Your A/c XX1136 is debited by Rs.41624.00 on 16May26 towards GROWW ACCOUNT - ICICI Bank,XX1136,NaN,41624.00,Debit,16May26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X5994-credited by Rs.34563.14 on 08May26 transfer from CRED PAYMENTS Ref No 195000511638 -AXIS",X5994,195000511638,34563.14,Credit,08May26,NaN,Miscellaneous,AXIS
"Dear ICICI User, your A/c X2742-credited by Rs.18405.17 on 28Jul26 transfer from ZERODHA BROKING LTD Ref No 754008535417 -AXIS",X2742,754008535417,18405.17,Credit,28Jul26,NaN,Miscellaneous,ICICI
Your A/c XX7130 is debited by Rs.7319.00 on 01Jun26 towards MYNTRA DESIGNS - ICICI Bank,XX7130,NaN,7319.00,Debit,01Jun26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X8588-credited by Rs.12952.89 on 19May26 transfer from SWIGGY LIMITED Ref No 248532360419 -PNB",X8588,248532360419,12952.89,Credit,19May26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X8862-credited by Rs.5617.63 on 21Aug26 transfer from CRED PAYMENTS Ref No 302541167661 -ICICI",X8862,302541167661,5617.63,Credit,21Aug26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X6781-credited by Rs.3073.79 on 08Apr26 transfer from UPSTOX SECURITIES Ref No 987469014886 -HDFC",X6781,987469014886,3073.79,Credit,08Apr26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X2116-credited by Rs.18182.28 on 19Mar26 transfer from GROWW INVESTMENTS Ref No 147169006624 -ICICI",X2116,147169006624,18182.28,Credit,19Mar26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X7151-credited by Rs.24635.88 on 05Dec26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 770817552459 -AXIS",X7151,770817552459,24635.88,Credit,05Dec26,NaN,Miscellaneous,AXIS
"Dear SBI User, your A/c X8884-credited by Rs.49023.08 on 04Aug26 transfer from BYJUS LEARNING Ref No 786793416413 -HDFC",X8884,786793416413,49023.08,Credit,04Aug26,NaN,Miscellaneous,SBI
INR 48339.00 spent using UPI at CROMA Ref No 682793551372 on 19Feb26. Avl Bal XXXX,NaN,682793551372,48339.00,Debit,19Feb26,CROMA,Electronics,NaN
UPI Txn Successful. Rs.47072.00 debited from A/c XX2848 towards HP PETROL PUMP Ref 723191036569,XX2848,723191036569,47072.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear HDFC User, your A/c X5625-credited by Rs.19471.15 on 02Apr26 transfer from UNACADEMY Ref No 467194728389 -KOTAK",X5625,467194728389,19471.15,Credit,02Apr26,NaN,Miscellaneous,HDFC
INR 36585.00 spent using UPI at CULT FIT Ref No 276437281468 on 05Jan26. Avl Bal XXXX,NaN,276437281468,36585.00,Debit,05Jan26,CULT FIT,Fitness,NaN
"Dear AXIS User, your A/c X4620-credited by Rs.47413.71 on 12Sep26 transfer from NETFLIX INDIA Ref No 199440261253 -SBI",X4620,199440261253,47413.71,Credit,12Sep26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X6266-credited by Rs.29435.25 on 14Nov26 transfer from UPSTOX SECURITIES Ref No 280424361746 -PNB",X6266,280424361746,29435.25,Credit,14Nov26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X1113-credited by Rs.22511.07 on 23Jul26 transfer from CRED PAYMENTS Ref No 449049764769 -ICICI",X1113,449049764769,22511.07,Credit,23Jul26,NaN,Miscellaneous,SBI
Rs.32100.00 debited from A/c XX7414 on 22Jan26 towards AMAZON PAY UPI Ref 474724888396. HDFC Bank,XX7414,474724888396,32100.00,Debit,22Jan26,AMAZON PAY,Shopping,HDFC
Rs.25859.00 debited from A/c XX4293 on 09Mar26 towards GOLD GYM UPI Ref 788945363774. HDFC Bank,XX4293,788945363774,25859.00,Debit,09Mar26,GOLD GYM,Fitness,HDFC
"Dear HDFC User, your A/c X2096-credited by Rs.47291.26 on 01Jan26 transfer from BYJUS LEARNING Ref No 399021960988 -AXIS",X2096,399021960988,47291.26,Credit,01Jan26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X5883-credited by Rs.13328.21 on 01Jul26 transfer from BIGBASKET ONLINE Ref No 913642457538 -ICICI",X5883,913642457538,13328.21,Credit,01Jul26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X1017-credited by Rs.18994.3 on 16Jul26 transfer from GROWW INVESTMENTS Ref No 759337023321 -SBI",X1017,759337023321,18994.3,Credit,16Jul26,NaN,Miscellaneous,SBI
"Dear ICICI User, your A/c X3585-credited by Rs.7447.02 on 24Aug26 transfer from UPSTOX SECURITIES Ref No 781582388264 -ICICI",X3585,781582388264,7447.02,Credit,24Aug26,NaN,Miscellaneous,ICICI
Payment of Rs.32007.00 successful to PHYSICS WALLAH via UPI Ref 472449992233,NaN,472449992233,32007.00,Debit,NaN,PHYSICS WALLAH VIA UPI,Recharge,NaN
Dear UPI user A/C X1982 debited by 48629.00 on date 30Apr26 trf to ZEPTO MARKETPLAC Refno 925085796531 If not u? call-1800111109 - SBI,X1982,925085796531,48629.00,Debit,30Apr26,ZEPTO MARKETPLAC,Groceries,SBI
Your A/c XX7729 is debited by Rs.22105.00 on 06Feb26 towards SHELL INDIA - ICICI Bank,XX7729,NaN,22105.00,Debit,06Feb26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X2700-credited by Rs.30286.75 on 17Jun26 transfer from UNACADEMY Ref No 710460776790 -AXIS",X2700,710460776790,30286.75,Credit,17Jun26,NaN,Miscellaneous,AXIS
"Dear HDFC User, your A/c X2625-credited by Rs.31572.7 on 08Dec26 transfer from SPOTIFY INDIA Ref No 640581944692 -SBI",X2625,640581944692,31572.7,Credit,08Dec26,NaN,Miscellaneous,SBI
A/c XX5404 debited by Rs.39170.00 for ZOMATO on 08Apr26 UTR 743036109160,XX5404,743036109160,39170.00,Debit,08Apr26,ZOMATO,Food,NaN
UPI Txn Successful. Rs.2307.00 debited from A/c XX2684 towards DMART READY Ref 215497104573,XX2684,215497104573,2307.00,Debit,NaN,NaN,Miscellaneous,NaN
UPI Txn Successful. Rs.38904.00 debited from A/c XX6311 towards RELIANCE DIGITAL Ref 230837159364,XX6311,230837159364,38904.00,Debit,NaN,NaN,Miscellaneous,NaN
A/c XX2921 debited by Rs.47416.00 for PHYSICS WALLAH on 15Apr26 UTR 927402097448,XX2921,927402097448,47416.00,Debit,15Apr26,PHYSICS WALLAH,Education,NaN
Rs.41112.00 debited from A/c XX8135 on 01Jan26 towards INSTAMART UPI Ref 111570833199. HDFC Bank,XX8135,111570833199,41112.00,Debit,01Jan26,INSTAMART,Groceries,HDFC
"Dear HDFC User, your A/c X8512-credited by Rs.44823.61 on 02Jun26 transfer from SWIGGY LIMITED Ref No 587117930858 -PNB",X8512,587117930858,44823.61,Credit,02Jun26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X5013-credited by Rs.4822.47 on 11Nov26 transfer from GROWW INVESTMENTS Ref No 257813157860 -ICICI",X5013,257813157860,4822.47,Credit,11Nov26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X3007-credited by Rs.25687.94 on 13Dec26 transfer from BIGBASKET ONLINE Ref No 660643688088 -KOTAK",X3007,660643688088,25687.94,Credit,13Dec26,NaN,Miscellaneous,PNB
"Dear PNB User, your A/c X1404-credited by Rs.37332.77 on 28Feb26 transfer from PHONEPE PRIVATE LIMITED Ref No 853717574972 -AXIS",X1404,853717574972,37332.77,Credit,28Feb26,NaN,Miscellaneous,AXIS
"Dear KOTAK User, your A/c X9941-credited by Rs.35287.0 on 02Mar26 transfer from ANGEL ONE LIMITED Ref No 240223917004 -PNB",X9941,240223917004,35287.0,Credit,02Mar26,NaN,Miscellaneous,PNB
"Dear KOTAK User, your A/c X3646-credited by Rs.38840.38 on 08Dec26 transfer from PAYTM PAYMENTS BANK Ref No 599742575907 -HDFC",X3646,599742575907,38840.38,Credit,08Dec26,NaN,Miscellaneous,HDFC
Rs.26415.00 debited from A/c XX2341 on 15Jan26 towards DMART READY UPI Ref 141151338986. HDFC Bank,XX2341,141151338986,26415.00,Debit,15Jan26,DMART READY,Groceries,HDFC
"Dear SBI User, your A/c X7738-credited by Rs.16075.8 on 17Dec26 transfer from UPSTOX SECURITIES Ref No 917058094567 -KOTAK",X7738,917058094567,16075.8,Credit,17Dec26,NaN,Miscellaneous,SBI
"Dear ICICI User, your A/c X2315-credited by Rs.29264.07 on 03Nov26 transfer from BYJUS LEARNING Ref No 369704119586 -SBI",X2315,369704119586,29264.07,Credit,03Nov26,NaN,Miscellaneous,SBI
Your A/c XX5932 is debited by Rs.15933.00 on 12Jun26 towards MYNTRA DESIGNS - ICICI Bank,XX5932,NaN,15933.00,Debit,12Jun26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X5351-credited by Rs.653.33 on 19Oct26 transfer from ZERODHA BROKING LTD Ref No 871275919997 -HDFC",X5351,871275919997,653.33,Credit,19Oct26,NaN,Miscellaneous,HDFC
Your A/c XX7920 is debited by Rs.42338.00 on 13May26 towards LAKME SALON - ICICI Bank,XX7920,NaN,42338.00,Debit,13May26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X7581-credited by Rs.44094.32 on 13Apr26 transfer from SWIGGY LIMITED Ref No 743588901359 -PNB",X7581,743588901359,44094.32,Credit,13Apr26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X6274-credited by Rs.48455.59 on 09Feb26 transfer from GROWW INVESTMENTS Ref No 204315974453 -ICICI",X6274,204315974453,48455.59,Credit,09Feb26,NaN,Miscellaneous,SBI
Payment of Rs.34553.00 successful to PHYSICS WALLAH via UPI Ref 809441872720,NaN,809441872720,34553.00,Debit,NaN,PHYSICS WALLAH VIA UPI,Recharge,NaN
Your A/c XX5433 is debited by Rs.3915.00 on 23Jan26 towards RAPIDO RIDE - ICICI Bank,XX5433,NaN,3915.00,Debit,23Jan26,NaN,Miscellaneous,ICICI
"Dear HDFC User, your A/c X9814-credited by Rs.2373.09 on 09Mar26 transfer from UPSTOX SECURITIES Ref No 675281362961 -AXIS",X9814,675281362961,2373.09,Credit,09Mar26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X4768-credited by Rs.28746.67 on 20Jun26 transfer from AMAZON PAY INDIA Ref No 295922154923 -AXIS",X4768,295922154923,28746.67,Credit,20Jun26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X8364-credited by Rs.24039.98 on 25Apr26 transfer from BYJUS LEARNING Ref No 707151936087 -SBI",X8364,707151936087,24039.98,Credit,25Apr26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X6274-credited by Rs.28894.38 on 23Nov26 transfer from CRED PAYMENTS Ref No 670652516057 -AXIS",X6274,670652516057,28894.38,Credit,23Nov26,NaN,Miscellaneous,HDFC
Your A/c XX2398 is debited by Rs.41002.00 on 08May26 towards ZOMATO - ICICI Bank,XX2398,NaN,41002.00,Debit,08May26,NaN,Miscellaneous,ICICI
"Dear PNB User, your A/c X8681-credited by Rs.28746.42 on 21Mar26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 815659489410 -ICICI",X8681,815659489410,28746.42,Credit,21Mar26,NaN,Miscellaneous,ICICI
Rs.26848.00 debited from A/c XX2361 on 24Mar26 towards INDIAN OIL UPI Ref 378521527160. HDFC Bank,XX2361,378521527160,26848.00,Debit,24Mar26,INDIAN OIL,Fuel,HDFC
Dear UPI user A/C X4621 debited by 7251.00 on date 17Jun26 trf to PURPLLE Refno 262778112955 If not u? call-1800111109 - SBI,X4621,262778112955,7251.00,Debit,17Jun26,PURPLLE,Beauty,SBI
INR 25760.00 spent using UPI at HDFC LIFE INSURANCE Ref No 742907357927 on 11Jan26. Avl Bal XXXX,NaN,742907357927,25760.00,Debit,11Jan26,HDFC LIFE INSURANCE,Insurance,HDFC
UPI Txn Successful. Rs.41731.00 debited from A/c XX2966 towards NETFLIX INDIA Ref 186638866868,XX2966,186638866868,41731.00,Debit,NaN,NaN,Miscellaneous,NaN
Payment of Rs.41940.00 successful to SPOTIFY INDIA via UPI Ref 614802664305,NaN,614802664305,41940.00,Debit,NaN,SPOTIFY INDIA VIA UPI,Recharge,NaN
INR 25476.00 spent using UPI at LANDLORD Ref No 616618644589 on 01Jun26. Avl Bal XXXX,NaN,616618644589,25476.00,Debit,01Jun26,LANDLORD,Rent,NaN
"Dear HDFC User, your A/c X8579-credited by Rs.7192.2 on 28Nov26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 671513291051 -HDFC",X8579,671513291051,7192.2,Credit,28Nov26,NaN,Miscellaneous,HDFC
Dear UPI user A/C X3952 debited by 36860.00 on date 13Apr26 trf to AMAZON PAY Refno 460158114379 If not u? call-1800111109 - SBI,X3952,460158114379,36860.00,Debit,13Apr26,AMAZON PAY,Shopping,SBI
A/c XX5089 debited by Rs.48942.00 for AMAZON PAY on 27Feb26 UTR 142977531057,XX5089,142977531057,48942.00,Debit,27Feb26,AMAZON PAY,Shopping,NaN
Dear UPI user A/C X1345 debited by 20810.00 on date 04Jun26 trf to Rahul Sharma Refno 274750458552 If not u? call-1800111109 - SBI,X1345,274750458552,20810.00,Debit,04Jun26,RAHUL SHARMA,Personal Transfer,SBI
"Dear PNB User, your A/c X3742-credited by Rs.38179.77 on 14Mar26 transfer from BYJUS LEARNING Ref No 921596061283 -HDFC",X3742,921596061283,38179.77,Credit,14Mar26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X5584-credited by Rs.40951.61 on 02Dec26 transfer from UPSTOX SECURITIES Ref No 984907142668 -KOTAK",X5584,984907142668,40951.61,Credit,02Dec26,NaN,Miscellaneous,ICICI
"Dear ICICI User, your A/c X3416-credited by Rs.9198.27 on 16Oct26 transfer from AMAZON PAY INDIA Ref No 314567413653 -SBI",X3416,314567413653,9198.27,Credit,16Oct26,NaN,Miscellaneous,SBI
"Dear PNB User, your A/c X9831-credited by Rs.28681.97 on 18Oct26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 415778228906 -SBI",X9831,415778228906,28681.97,Credit,18Oct26,NaN,Miscellaneous,SBI
Transaction successful. Rs.2767.00 transferred to Rahul Sharma Ref No 323496506250,NaN,323496506250,2767.00,Debit,NaN,RAHUL SHARMA,Personal Transfer,NaN
UPI Txn Successful. Rs.48252.00 debited from A/c XX4147 towards LIC PREMIUM Ref 877866778383,XX4147,877866778383,48252.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear AXIS User, your A/c X1995-credited by Rs.8996.18 on 19Apr26 transfer from PAYTM PAYMENTS BANK Ref No 450890356003 -HDFC",X1995,450890356003,8996.18,Credit,19Apr26,NaN,Miscellaneous,HDFC
INR 40909.00 spent using UPI at DISNEY HOTSTAR Ref No 584042871478 on 14Jun26. Avl Bal XXXX,NaN,584042871478,40909.00,Debit,14Jun26,DISNEY HOTSTAR,Entertainment,NaN
"Dear HDFC User, your A/c X6293-credited by Rs.49521.59 on 08Nov26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 448935764414 -AXIS",X6293,448935764414,49521.59,Credit,08Nov26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X9002-credited by Rs.37726.51 on 12Aug26 transfer from CRED PAYMENTS Ref No 554927614771 -HDFC",X9002,554927614771,37726.51,Credit,12Aug26,NaN,Miscellaneous,HDFC
A/c XX8558 debited by Rs.37519.00 for AIRTEL PREPAID on 15Feb26 UTR 690336710320,XX8558,690336710320,37519.00,Debit,15Feb26,AIRTEL PREPAID,Recharge,NaN
INR 42185.00 spent using UPI at INDIAN OIL Ref No 768276774147 on 08May26. Avl Bal XXXX,NaN,768276774147,42185.00,Debit,08May26,INDIAN OIL,Fuel,NaN
"Dear KOTAK User, your A/c X7856-credited by Rs.35335.77 on 21May26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 711713548791 -SBI",X7856,711713548791,35335.77,Credit,21May26,NaN,Miscellaneous,SBI
A/c XX4100 debited by Rs.14621.00 for RELIANCE DIGITAL on 14Jun26 UTR 548487046089,XX4100,548487046089,14621.00,Debit,14Jun26,RELIANCE DIGITAL,Electronics,NaN
"Dear AXIS User, your A/c X9481-credited by Rs.21629.11 on 04Dec26 transfer from AMAZON PAY INDIA Ref No 836627993089 -SBI",X9481,836627993089,21629.11,Credit,04Dec26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X5393-credited by Rs.13606.66 on 08Dec26 transfer from FLIPKART INTERNET PVT LTD Ref No 814874613053 -KOTAK",X5393,814874613053,13606.66,Credit,08Dec26,NaN,Miscellaneous,AXIS
A/c XX1354 debited by Rs.4326.00 for LAKME SALON on 22May26 UTR 391329806883,XX1354,391329806883,4326.00,Debit,22May26,LAKME SALON,Beauty,NaN
"Dear PNB User, your A/c X8874-credited by Rs.32976.27 on 13Oct26 transfer from RAZORPAY SOFTWARE PVT LTD Ref No 364963897631 -PNB",X8874,364963897631,32976.27,Credit,13Oct26,NaN,Miscellaneous,PNB
UPI Txn Successful. Rs.9470.00 debited from A/c XX3458 towards AIRTEL PREPAID Ref 289880793905,XX3458,289880793905,9470.00,Debit,NaN,NaN,Miscellaneous,NaN
Payment of Rs.21377.00 successful to LAKME SALON via UPI Ref 705880505479,NaN,705880505479,21377.00,Debit,NaN,LAKME SALON VIA UPI,Recharge,NaN
Payment of Rs.5225.00 successful to LAKME SALON via UPI Ref 545903368927,NaN,545903368927,5225.00,Debit,NaN,LAKME SALON VIA UPI,Recharge,NaN
Transaction successful. Rs.875.00 transferred to ISKCON Ref No 323499516362,NaN,323499516362,875.00,Debit,NaN,ISKCON,Donation,NaN
Transaction successful. Rs.40771.00 transferred to Rahul Sharma Ref No 217334909715,NaN,217334909715,40771.00,Debit,NaN,RAHUL SHARMA,Personal Transfer,NaN
Transaction successful. Rs.24773.00 transferred to PHYSICS WALLAH Ref No 790827957311,NaN,790827957311,24773.00,Debit,NaN,PHYSICS WALLAH,Education,NaN
"Dear KOTAK User, your A/c X5553-credited by Rs.26341.2 on 01Jun26 transfer from GROWW INVESTMENTS Ref No 543918911461 -AXIS",X5553,543918911461,26341.2,Credit,01Jun26,NaN,Miscellaneous,AXIS
"Dear HDFC User, your A/c X1168-credited by Rs.35271.44 on 07Jun26 transfer from NETFLIX INDIA Ref No 196323688941 -SBI",X1168,196323688941,35271.44,Credit,07Jun26,NaN,Miscellaneous,SBI
Payment of Rs.17766.00 successful to Priya Singh via UPI Ref 117182691088,NaN,117182691088,17766.00,Debit,NaN,PRIYA SINGH VIA UPI,Recharge,NaN
Rs.22129.00 debited from A/c XX4652 on 21Feb26 towards SPOTIFY INDIA UPI Ref 327312736365. HDFC Bank,XX4652,327312736365,22129.00,Debit,21Feb26,SPOTIFY INDIA,Entertainment,HDFC
"Dear HDFC User, your A/c X9084-credited by Rs.49012.18 on 13Sep26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 847850901728 -KOTAK",X9084,847850901728,49012.18,Credit,13Sep26,NaN,Miscellaneous,HDFC
